zoned_school,current_placement,current_school,school_level,asian,black,hispanic,indian,multi,white,grand_total,file
Sulphur Springs,Choice,LOPEZ ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Choice,MENDENHALL ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Choice,MORGAN WOODS ELEMENTARY,Elem,NA,2,NA,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Choice,MORT ELEMENTARY,Elem,NA,NA,NA,NA,1,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Choice,OAK GROVE ELEMENTARY,Elem,NA,3,2,NA,NA,NA,5,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Choice,PALM RIVER ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Choice,SEMINOLE HEIGHTS ELEMENTARY,Elem,NA,3,2,NA,NA,3,8,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Choice,SULLIVAN PARTNERSHIP ELEM,Elem,NA,2,NA,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Choice,SULPHUR SPRINGS K-8,K-8,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Choice,TEMPLE TERRACE ELEMENTARY,Elem,NA,3,NA,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Choice,TWIN LAKES ELEMENTARY,Elem,NA,NA,4,NA,NA,NA,4,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Choice,WASHINGTON ELEMENTARY,Elem,NA,6,NA,NA,NA,NA,6,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Choice,WEST TAMPA ELEMENTARY,Elem,NA,3,1,NA,NA,NA,4,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Choice,WOODSON K-8,K-8,NA,12,2,NA,NA,2,16,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Magnet,DUNBAR ELEMENTARY,Elem,NA,3,1,NA,NA,NA,4,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Magnet,ESSRIG ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Magnet,LOCKHART ELEMENTARY MAGNET,Elem,NA,11,4,NA,NA,1,16,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Magnet,LOMAX ELEMENTARY MAGNET,Elem,NA,4,2,NA,1,NA,7,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Magnet,MACFARLANE PARK ELEM MAGNET,Elem,NA,NA,1,NA,1,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Magnet,MULLER ELEMENTARY MAGNET,Elem,NA,2,3,NA,NA,1,6,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Magnet,RIVERHILLS ELEMENTARY MAGNET,Elem,NA,2,2,NA,NA,NA,4,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Magnet,ROLAND PARK K-8 MAGNET,K-8,NA,1,1,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Magnet,SHORE ELEMENTARY,Elem,NA,NA,1,NA,NA,1,2,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Magnet,TAMPA HEIGHTS ELEM MAGNET,Elem,NA,10,NA,NA,NA,NA,10,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,BROOKER ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,CHILES ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,CLEVELAND ELEMENTARY,Elem,NA,1,1,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,DUNBAR ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,EDISON ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,EGYPT LAKE ELEMENTARY,Elem,NA,2,NA,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,FISHHAWK CREEK ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,FOREST HILLS ELEMENTARY,Elem,NA,1,2,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,FOSTER ELEMENTARY,Elem,NA,2,1,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,JAMES ELEMENTARY,Elem,NA,NA,2,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,KENLY ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,KIMBELL ELEMENTARY,Elem,NA,2,NA,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,MENDENHALL ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,MILES ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,NEW SPRINGS SCHOOL,K-8,NA,2,NA,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,OAK GROVE ELEMENTARY,Elem,NA,2,NA,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,PIZZO K-8 SCHOOL,K-8,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,POTTER ELEMENTARY,Elem,NA,6,NA,NA,NA,NA,6,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,ROBLES ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,SEMINOLE HEIGHTS ELEMENTARY,Elem,NA,1,2,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,SHAW ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,SHEEHY ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,SULLIVAN PARTNERSHIP ELEM,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,SULPHUR SPRINGS K-8,K-8,2,267,110,NA,15,22,416,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,TWIN LAKES ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,WASHINGTON ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,NA,Level,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,WITTER ELEMENTARY,Elem,NA,2,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Sulphur Springs,Neighborhood,WOODSON K-8,K-8,NA,10,NA,6,NA,1,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,NA,NA,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Charter,CREEKSIDE CHARTER ACADEMY,K-8,NA,5,NA,3,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Charter,KIDS COMMU COLLEGE SOUTHEAST,K-8,3,9,NA,7,NA,4,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Charter,LITERACY LEADERSHIP TECH ACAD,K-8,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Charter,NAVIGATOR ACADEMY OF LEADERSHI,K-8,NA,1,NA,2,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Charter,RCMA WIMAUMA COMMUNITY ACADEMY,K-8,NA,NA,NA,4,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Charter,RIVERVIEW ACADEMY OF MATH SCI,K-8,1,4,NA,6,NA,1,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Charter,SLAM ACADEMY AT APOLLO BEACH,K-8,NA,NA,NA,2,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Charter,SOUTHSHORE CHARTER ACADEMY,K-8,4,31,NA,50,NA,12,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Charter,VALRICO LAKE ADVANTAGE ACAD,Elem,11,2,NA,11,NA,2,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Charter,WALTON ACADEMY,Elem,NA,1,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Charter,WATERSET CHARTER SCHOOL,K-8,NA,1,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Charter,WINTHROP CHARTER SCHOOL,K-8,1,1,NA,1,NA,1,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Choice,APOLLO BEACH ELEMENTARY,Elem,NA,NA,NA,2,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Choice,BEVIS ELEMENTARY,Elem,6,NA,NA,1,NA,1,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Choice,BOYETTE SPRINGS ELEMENTARY,Elem,7,1,NA,NA,1,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Choice,CIMINO ELEMENTARY,Elem,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Choice,COLLINS PK-8 SCHOOL,K-8,NA,3,NA,4,NA,1,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Choice,CYPRESS CREEK ELEMENTARY,Elem,NA,NA,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Choice,DAWSON ELEMENTARY,Elem,NA,NA,NA,3,NA,1,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Choice,FISHHAWK CREEK ELEMENTARY,Elem,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Choice,LITHIA SPRINGS ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Choice,LUTZ K-8 SCHOOL,K-8,NA,NA,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Choice,RIVERVIEW ELEMENTARY,Elem,NA,NA,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Choice,SEMINOLE HEIGHTS ELEMENTARY,Elem,NA,NA,NA,1,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Choice,SESSUMS ELEMENTARY,Elem,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Choice,STOWERS ELEMENTARY,Elem,4,1,NA,NA,NA,2,7,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Choice,SUMMERFIELD CROSSINGS ELEM,Elem,NA,NA,1,NA,NA,2,3,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Choice,SUMMERFIELD ELEMENTARY,Elem,NA,NA,2,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Choice,THOMPSON ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Choice,YATES ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,ESE Placed,SUMMERFIELD ELEMENTARY,Elem,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,ESE Placed,THOMPSON ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,ESE Placed,YORK PK-8 MAGNET SCHOOL,K-8,NA,NA,NA,NA,1,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Magnet,LOMAX ELEMENTARY MAGNET,Elem,1,1,1,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Magnet,MACFARLANE PARK ELEM MAGNET,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Magnet,RIVERHILLS ELEMENTARY MAGNET,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Magnet,ROLAND PARK K-8 MAGNET,K-8,NA,NA,NA,NA,1,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Magnet,TAMPA HEIGHTS ELEM MAGNET,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Magnet,YORK PK-8 MAGNET SCHOOL,K-8,1,3,7,NA,NA,9,20,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Neighborhood,BELMONT ELEMENTARY SCHOOL,Elem,NA,NA,NA,NA,NA,2,2,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Neighborhood,BEVIS ELEMENTARY,Elem,1,NA,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Neighborhood,BOYETTE SPRINGS ELEMENTARY,Elem,1,NA,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Neighborhood,COLLINS PK-8 SCHOOL,K-8,NA,1,2,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Neighborhood,CORR ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Neighborhood,DAWSON ELEMENTARY,Elem,NA,2,NA,NA,1,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Neighborhood,FISHHAWK CREEK ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Neighborhood,GIBSONTON ELEMENTARY,Elem,NA,NA,NA,NA,2,2,4,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Neighborhood,RIVERVIEW ELEMENTARY,Elem,NA,2,NA,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Neighborhood,SOUTHSHORE CHARTER ACADEMY,K-8,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Neighborhood,SUMMERFIELD CROSSINGS ELEM,Elem,NA,NA,1,NA,NA,1,2,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Neighborhood,SUMMERFIELD ELEMENTARY,Elem,25,137,287,NA,63,184,696,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Neighborhood,THOMPSON ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Neighborhood,NA,Level,NA,NA,NA,NA,NA,NA,NA,tabula-ElemK8OutReport40thDay2324.csv
Summerfield,Neighborhood,WINTHROP CHARTER SCHOOL,K-8,NA,NA,NA,NA,NA,2,2,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Charter,ADVANTAGE ACADEMY OF HILLSBOROUGH,K-8,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,NA,10,6,NA,1,3,20,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Charter,CHANNELSIDE ACAD MATH AND SCI,K-8,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Charter,CREEKSIDE CHARTER ACADEMY,K-8,1,24,24,NA,4,24,77,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Charter,DR KIRAN C PATEL ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Charter,INDEPENDENCE ACADEMY,K-8,NA,NA,NA,NA,NA,1,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Charter,KIDS COMMU COLLEGE SOUTHEAST,K-8,1,22,3,1,NA,4,31,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Charter,LITERACY LEADERSHIP TECH ACAD,K-8,NA,NA,4,NA,NA,3,7,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Charter,LITERACY LEADERSHIP TECH SOUTH BAY,K-8,NA,3,1,NA,1,8,13,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Charter,NAVIGATOR ACADEMY OF LEADERSHI,K-8,NA,NA,1,NA,NA,1,2,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Charter,RCMA WIMAUMA COMMUNITY ACADEMY,K-8,NA,NA,10,NA,NA,NA,10,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Charter,RIVERVIEW ACADEMY OF MATH SCI,K-8,1,11,15,NA,1,6,34,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Charter,SLAM ACADEMY AT APOLLO BEACH,K-8,NA,7,2,NA,2,3,14,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Charter,SOUTHSHORE CHARTER ACADEMY,K-8,4,46,47,NA,9,32,138,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Charter,VALRICO LAKE ADVANTAGE ACAD,Elem,8,10,17,NA,NA,12,47,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Charter,VILLAGE OF EXCELLENCE,Elem,NA,2,NA,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Charter,WATERSET CHARTER SCHOOL,K-8,NA,8,12,NA,3,12,35,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Charter,WINTHROP CHARTER SCHOOL,K-8,3,7,5,NA,1,5,21,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Charter,WOODMONT CHARTER SCHOOL,K-8,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Choice,ALAFIA ELEMENTARY,Elem,NA,NA,2,NA,1,2,5,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Choice,APOLLO BEACH ELEMENTARY,Elem,NA,NA,2,NA,NA,1,3,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Choice,BAY CREST ELEMENTARY,Elem,NA,NA,2,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Choice,BELMONT ELEMENTARY SCHOOL,Elem,NA,NA,NA,NA,1,1,2,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Choice,BEVIS ELEMENTARY,Elem,NA,1,1,NA,1,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Choice,BOYETTE SPRINGS ELEMENTARY,Elem,1,4,3,NA,1,5,14,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Choice,BROOKER ELEMENTARY,Elem,NA,1,NA,NA,NA,3,4,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Choice,CIMINO ELEMENTARY,Elem,NA,NA,NA,NA,1,1,2,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Choice,COLLINS PK-8 SCHOOL,K-8,NA,3,4,NA,2,14,23,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Choice,CORR ELEMENTARY,Elem,NA,3,2,NA,NA,NA,5,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Choice,DAWSON ELEMENTARY,Elem,NA,NA,NA,NA,NA,2,2,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Choice,DOBY ELEMENTARY,Elem,NA,1,1,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Choice,FROST ELEMENTARY,Elem,NA,NA,2,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Choice,GIBSONTON ELEMENTARY,Elem,NA,NA,NA,NA,1,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Choice,LITHIA SPRINGS ELEMENTARY,Elem,NA,NA,1,NA,NA,3,4,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Choice,PINECREST ELEMENTARY,Elem,NA,NA,1,NA,NA,1,2,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Choice,REDDICK ELEMENTARY,Elem,NA,1,1,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Choice,RIVERVIEW ELEMENTARY,Elem,NA,NA,NA,NA,1,1,2,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Choice,SESSUMS ELEMENTARY,Elem,NA,NA,NA,NA,NA,3,3,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Choice,STOWERS ELEMENTARY,Elem,NA,NA,NA,NA,1,1,2,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Choice,SUMMERFIELD CROSSINGS ELEM,Elem,1,4,3,NA,1,NA,9,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Choice,SUMMERFIELD ELEMENTARY,Elem,NA,5,12,NA,4,4,25,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Choice,SYMMES ELEMENTARY,Elem,NA,NA,NA,NA,2,1,3,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Choice,THOMPSON ELEMENTARY,Elem,NA,NA,1,NA,NA,2,3,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Choice,WASHINGTON ELEMENTARY,Elem,NA,2,NA,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Magnet,DUNBAR ELEMENTARY,Elem,NA,3,NA,NA,1,NA,4,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Magnet,ESSRIG ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Magnet,LOCKHART ELEMENTARY MAGNET,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Magnet,LOMAX ELEMENTARY MAGNET,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Magnet,MACFARLANE PARK ELEM MAGNET,Elem,NA,NA,3,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Magnet,MULLER ELEMENTARY MAGNET,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Magnet,RAMPELLO K-8,K-8,NA,2,2,NA,NA,NA,4,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Magnet,SHORE ELEMENTARY,Elem,NA,2,NA,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Magnet,YORK PK-8 MAGNET SCHOOL,K-8,3,12,8,NA,7,10,40,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Neighborhood,BELMONT ELEMENTARY SCHOOL,Elem,NA,1,1,NA,1,2,5,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Neighborhood,CIMINO ELEMENTARY,Elem,NA,NA,NA,NA,NA,2,2,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Neighborhood,COLLINS PK-8 SCHOOL,K-8,NA,NA,NA,NA,NA,2,2,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Neighborhood,CORR ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Neighborhood,DAWSON ELEMENTARY,Elem,NA,1,1,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Neighborhood,GIBSONTON ELEMENTARY,Elem,NA,2,1,NA,2,NA,5,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Neighborhood,KINGSWOOD ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Neighborhood,REDDICK ELEMENTARY,Elem,NA,3,NA,NA,NA,NA,3,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Neighborhood,RIVERVIEW ELEMENTARY,Elem,NA,1,1,NA,NA,1,3,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Neighborhood,SESSUMS ELEMENTARY,Elem,NA,1,NA,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Neighborhood,SHORE ELEMENTARY,Elem,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Neighborhood,SUMMERFIELD CROSSINGS ELEM,Elem,23,292,299,5,90,177,886,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Neighborhood,SUMMERFIELD ELEMENTARY,Elem,1,NA,1,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Summerfield Crossings,Neighborhood,YORK PK-8 MAGNET SCHOOL,K-8,NA,NA,2,NA,NA,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Symmes,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,NA,8,13,NA,1,NA,22,tabula-ElemK8OutReport40thDay2324.csv
Symmes,Charter,CHANNELSIDE ACAD MATH AND SCI,K-8,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Symmes,Charter,DR KIRAN C PATEL ELEMENTARY,Elem,NA,NA,NA,NA,1,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Symmes,Charter,INDEPENDENCE ACADEMY,K-8,NA,NA,1,NA,NA,NA,1,tabula-ElemK8OutReport40thDay2324.csv
Symmes,Charter,LITERACY LEADERSHIP TECH ACAD,K-8,NA,1,2,NA,1,4,8,tabula-ElemK8OutReport40thDay2324.csv
Symmes,Charter,LUTZ PREPARATORY SCHOOL,K-8,NA,NA,NA,NA,2,NA,2,tabula-ElemK8OutReport40thDay2324.csv
Symmes,Charter,NAVIGATOR ACADEMY OF LEADERSHI,K-8,2,4,6,NA,4,16,32,tabula-ElemK8OutReport40thDay2324.csv
Symmes,Charter,RIVERVIEW ACADEMY OF MATH SCI,K-8,NA,NA,3,NA,NA,5,8,tabula-ElemK8OutReport40thDay2324.csv
