School Level,Current School,"Current Placement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"Grand Total"
"",,,Yates,,1,,,,,1
"",,"NeighborhoodTotal",,252,136,125,2,56,160,731
"",CLARK ELEMENTARY Total,,,289,168,146,3,73,207,886
"",CLAYWELL ELEMENTARY,Choice,Blank/Bad Addr,,,6,,,3,9
"",,,Bay Crest,,,,,,1,1
"",,,Bellamy,,,1,,,4,5
"",,,Cannella,,,3,,,,3
"",,,Carrollwood,,1,5,,1,5,12
"",,,Chiles,1,,,,,,1
"",,,Citrus Park,,,1,,,,1
"",,,Claywell,,1,8,,,2,11
"",,,Crestwood,,,1,,,,1
"",,,Davis,,,1,,,,1
"",,,Deer Park,,,,,,1,1
"",,,Dickenson,,,1,,,,1
"",,,Essrig,,3,1,,,3,7
"",,,Forest Hills,,,1,,,3,4
"",,,Hammond,,,,,,1,1
"",,,Lake Magdalene,,,1,,3,3,7
"",,,Lutz,,,1,,,,1
"",,,Maniscalco,,,6,,5,4,15
"",,,McKitrick,,,,,,2,2
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,CLAYWELL ELEMENTARY,Choice,Mort,,1,,,,,1
"",,,Northwest,,1,1,,,6,8
"",,,Pizzo,,,1,,,,1
"",,,Robles,,,,,,1,1
"",,,Schwarzkopf,,1,6,,1,1,9
"",,,Thonotosassa,,1,,,,,1
"",,,Twin Lakes,,,1,,,,1
"",,Choice Total,,1,9,49,,11,40,110
"",,Neighborhood,Blank/Bad Addr,,,1,,,,1
"",,,Cannella,,,,,,1,1
"",,,Chiles,1,,,,,,1
"",,,Claywell,8,30,260,1,45,164,508
"",,,Maniscalco,,,,,,3,3
"",,,Northwest,,,1,,,,1
"",,"NeighborhoodTotal",,9,30,262,1,45,168,515
"",CLAYWELL ELEMENTARY Total,,,10,39,311,1,56,208,625
"",CLEVELAND ELEMENTARY,Choice,Forest Hills,,2,,,,,2
"",,,Foster,,1,,,,,1
"",,,Kenly,,,,,1,,1
"",,,Kimbell,,1,,,,,1
"",,,Robles,,1,,,,,1
"",,,Sulphur Springs,,,1,,,,1
"",,,Witter,,,1,,,,1
"",,,Woodson,,,2,,,,2
"",,Choice Total,,,5,4,,1,,10
"",,Magnet,Cleveland,,1,,,,,1
"",,Magnet Total,,,1,,,,,1
"",,Neighborhood,Cleveland,2,79,58,,10,13,162
"",,,Dawson,,1,,,,,1
"",,,Forest Hills,,1,,,,,1
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,CLEVELAND ELEMENTARY,Neighborhood,Kenly,,,,,1,,1
"",,,Miles,,,1,,,,1
"",,,Oak Grove,,1,,,,,1
"",,,Robles,,1,,,,,1
"",,,Sheehy,,3,,,,,3
"",,,Sulphur Springs,,1,1,,,,2
"",,,Temple Terrace,,4,,,,,4
"",,,Thonotosassa,,1,,,,,1
"",,,Woodson,,,1,,,,1
"",,"NeighborhoodTotal",,2,92,63,,11,14,182
"",CLEVELAND ELEMENTARY Total,,,2,98,67,,12,14,193
"",COLSON ELEMENTARY,Choice,Bailey,,,,,,1,1
"",,,Belmont,,,,,,1,1
"",,,Bing,,1,,,,2,3
"",,,Brooker,,,,,,2,2
"",,,Bryan,,,,,,2,2
"",,,Buckhorn,,,,,1,,1
"",,,Burney,,,1,,,,1
"",,,Collins,,,,,,1,1
"",,,Colson,,,1,,,,1
"",,,Cork,,,1,,,,1
"",,,Cypress Creek,,3,,,,,3
"",,,Dover,,,,,,3,3
"",,,Gibsonton,,,1,,,1,2
"",,,Kenly,,2,,,,3,5
"",,,Lamb,,3,2,,,,5
"",,,Limona,,4,,,,1,5
"",,,Lithia Springs,,,,,,1,1
"",,,Lopez,,,2,,,3,5
"",,,Mango,1,4,10,,1,12,28
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,COLSON ELEMENTARY,Choice,Mintz,,1,,,,,1
"",,,Nelson,,,,,,3,3
"",,,Potter,,3,,,,,3
"",,,Schmidt,,,3,,1,,4
"",,,Seffner,1,5,5,,1,11,23
"",,,Trapnell,,,,,1,,1
"",,,Valrico,,,,,,5,5
"",,,Yates,,1,3,,,4,8
"",,Choice Total,,2,27,31,,5,57,122
"",,Neighborhood,Blank/Bad Addr,,,1,,,,1
"",,,Belmont,,,1,,,,1
"",,,Boyette Springs,,,,,,1,1
"",,,Brooker,,1,1,,1,1,4
"",,,Buckhorn,,,1,,,1,2
"",,,Clair Mel,,1,,,,,1
"",,,Colson,7,75,182,1,36,122,423
"",,,Frost,,,1,,1,,2
"",,,Ippolito,,,1,,,1,2
"",,,James,,1,1,,,,2
"",,,Kenly,,3,,,,,3
"",,,Kingswood,,,,,,1,1
"",,,Knights,,,1,,,1,2
"",,,Lamb,,2,3,,,,5
"",,,Lanier,,2,,,,,2
"",,,Lopez,,,3,,,,3
"",,,Mango,1,2,4,,,2,9
"",,,McDonald,,1,4,,1,3,9
"",,,Oak Park,,1,,,,,1
"",,,Palm River,,1,,,,,1
"",,,Pinecrest,,,2,,,,2
"",,,Reddick,,,,,,1,1
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,COLSON ELEMENTARY,Neighborhood,Robles,,1,,,,,1
"",,,Schmidt,,,2,,,,2
"",,,Seffner,,1,2,,,1,4
"",,,Springhead,,,2,,,1,3
"",,,Symmes,,,1,,,,1
"",,,Thonotosassa,,,,,,1,1
"",,,Trapnell,,,2,,,,2
"",,,Valrico,,,1,,,,1
"",,,Wilson,,,2,,,,2
"",,,Yates,,,3,,,1,4
"",,"NeighborhoodTotal",,8,92,222,1,39,138,500
"",COLSON ELEMENTARY Total,,,10,119,253,1,44,195,622
"",CORK ELEMENTARY,Choice,Blank/Bad Addr,,,2,,1,3,6
"",,,Bailey,,,2,,,12,14
"",,,Bryan,,,4,,,6,10
"",,,Burney,,,4,,,7,11
"",,,Cork,,,5,,,4,9
"",,,Dover,,,1,,,2,3
"",,,Jackson,,2,5,,2,10,19
"",,,Knights,,1,6,,,22,29
"",,,Nelson,1,,,,,,1
"",,,Pinecrest,,2,,,,,2
"",,,Robinson,,,1,,,3,4
"",,,Sheehy,,1,,,,,1
"",,,Springhead,,,,,1,,1
"",,,Trapnell,,,2,,,4,6
"",,,Valrico,,,,,1,1,2
"",,,Walden Lake,,,3,,,,3
"",,,Wilson,,,1,,,1,2
"",,Choice Total,,1,6,36,,5,75,123
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,CORK ELEMENTARY,Neighborhood,Bailey,,,2,,,5,7
"",,,Bryan,,1,,,,1,2
"",,,Burney,,,,,,3,3
"",,,Cork,6,4,294,,18,179,501
"",,,Jackson,,,1,,,3,4
"",,,Knights,,,5,,,7,12
"",,,Pinecrest,,1,,,,,1
"",,,Robinson,,,3,,,1,4
"",,,Springhead,,,,,,1,1
"",,,Trapnell,,1,1,,,,2
"",,,Walden Lake,,1,,,,,1
"",,"NeighborhoodTotal",,6,8,307,,18,201,540
"",CORK ELEMENTARY Total,,,7,14,343,,23,276,663
"",CORR ELEMENTARY,Choice,Apollo Beach,,,,,,1,1
"",,,Belmont,,1,2,,,,3
"",,,Brooker,,,,,,1,1
"",,,Cypress Creek,1,,,,,,1
"",,,Doby,,1,1,,,1,3
"",,,Egypt Lake,,,1,,,,1
"",,,Gibsonton,,,5,,,,5
"",,,Ippolito,,,2,,,1,3
"",,,Lamb,,,2,,,,2
"",,,Lewis,,,1,,,1,2
"",,,Reddick,,,,,,1,1
"",,,Ruskin,,,2,,,3,5
"",,,Schmidt,,,,,1,,1
"",,,Sessums,,,3,,,,3
"",,,Summerfield Crossings,,3,2,,,,5
"",,,Thompson,,,,,,1,1
"",,,Wimauma,,,,,,1,1
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,CORR ELEMENTARY,Neighborhood,Apollo Beach,,3,4,,,2,9
"",,,Belmont,,1,6,,,1,8
"",,,Collins,,,1,,,,1
"",,,Corr,13,163,265,1,41,89,572
"",,,Cypress Creek,,,,,,1,1
"",,,Dawson,,1,,,,,1
"",,,Doby,,1,6,,2,,9
"",,,Gibsonton,,1,3,,,,4
"",,,Kimbell,,1,,,,,1
"",,,Ruskin,,,,,,1,1
"",,,Summerfield,,,1,,,,1
"",,,Summerfield Crossings,,1,,,,,1
"",,,Thompson,,,1,,,,1
"",,"NeighborhoodTotal",,13,172,287,1,43,94,610
"",CORR ELEMENTARY Total,,,14,177,308,1,44,105,649
"",CRESTWOOD ELEMENTARY,Choice,Blank/Bad Addr,,,1,,,,1
"",,,Alexander,,,4,,,1,5
"",,,Bailey,,,,,,1,1
"",,,Bay Crest,,,1,,,,1
"",,,Bellamy,,,2,,,,2
"",,,Cannella,,,1,,,,1
"",,,Carrollwood,,,1,,,,1
"",,,Cimino,,,,,,1,1
"",,,Crestwood,,,7,,1,,8
"",,,Davis,,,1,,,,1
"",,,Deer Park,1,1,,,,,2
"",,,Egypt Lake,,,1,,,,1
"",,,Essrig,,,,,,1,1
"",,,Folsom,,,1,,,,1
"",,,Forest Hills,,,2,,,,2
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,CRESTWOOD ELEMENTARY,Choice,Hammond,,,1,,,,1
"",,,Lewis,,,1,,,,1
"",,,Maniscalco,,,1,,,,1
"",,,Mendenhall,,,1,,,,1
"",,,Miles,,,1,,,,1
"",,,Mort,,,1,,,,1
"",,,Schwarzkopf,,,1,,,,1
"",,,Sulphur Springs,,,1,,,1,2
"",,,Tampa Bay Boulevard,,,1,,,,1
"",,,Twin Lakes,,,3,,,,3
"",,,Woodbridge,2,,,,,,2
"",,Choice Total,,3,1,35,,1,5,45
"",,Magnet,Crestwood,,,,,,1,1
"",,Magnet Total,,,,,,,1,1
"",,Neighborhood,Blank/Bad Addr,,,,,,1,1
"",,,Alexander,,,9,,,,9
"",,,Bay Crest,,,1,,,,1
"",,,Belmont,,,1,,,,1
"",,,Buckhorn,,,1,,,,1
"",,,Citrus Park,,1,,,,,1
"",,,Crestwood,16,67,570,,21,27,701
"",,,Egypt Lake,,,1,,,,1
"",,,Forest Hills,,,2,,,,2
"",,,Hammond,,,1,,,,1
"",,,Mendenhall,,1,,,,,1
"",,,Morgan Woods,,,1,,,,1
"",,,Oak Grove,,,1,,,,1
"",,,Shaw,,,1,,,,1
"",,,Tampa Bay Boulevard,,,1,,,,1
"",,,Twin Lakes,,,2,,,,2
School Level,Current School,"CurrentPlacement",Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Elem,CRESTWOOD ELEMENTARY,"NeighborhoodTotal",,16,69,594,,21,28,728
"",CRESTWOOD ELEMENTARY Total,,,19,70,629,,22,34,774
"",CYPRESS CREEK ELEMENTARY,Choice,Belmont,,1,,,,,1
"",,,Cypress Creek,,,1,,,,1
"",,,Dawson,,,,,,1,1
"",,,Doby,,2,,,1,,3
"",,,Reddick,,1,1,,,1,3
"",,,Ruskin,,,3,,,,3
"",,,Summerfield,,,1,,,,1
"",,,Thompson,,1,3,,,,4
"",,,Wimauma,,,1,,,,1
"",,Choice Total,,,5,10,,1,2,18
"",,ESE Placed,Reddick,,1,,,,,1
