district_name,school_name,district_number,school_number,number_of_students,ela_level1_num,ela_level2_num,ela_level3_num,ela_level4_num,ela_level5_num,ela_level1,ela_level2,ela_level3,ela_level4,ela_level5
BREVARD,TROPICAL ELEMENTARY SCHOOL,05,4041,380,43,67,113,102,57,0.11315789473684211,0.1763157894736842,0.29736842105263156,0.26842105263157895,0.15
BREVARD,UNIVERSITY PARK ELEMENTARY SCHOOL,05,2051,229,91,49,45,33,11,0.39737991266375544,0.21397379912663755,0.1965065502183406,0.14410480349344978,0.048034934497816595
BREVARD,VIERA CHARTER SCHOOL,05,6540,1009,101,197,277,241,193,0.10009910802775025,0.1952428146679881,0.2745292368681863,0.23885034687809711,0.19127849355797819
BREVARD,VIERA ELEMENTARY SCHOOL,05,3161,346,19,39,91,108,89,0.05491329479768786,0.11271676300578035,0.2630057803468208,0.31213872832369943,0.25722543352601157
BREVARD,VIERA HIGH SCHOOL,05,1171,1118,129,191,273,296,228,0.11538461538461539,0.1708407871198569,0.2441860465116279,0.26475849731663686,0.2039355992844365
BREVARD,W. MELBOURNE ELEMENTARY SCHOOL FOR SCIENCE,05,2042,323,14,42,68,95,106,0.043343653250773995,0.13003095975232198,0.21052631578947367,0.29411764705882354,0.3281733746130031
BREVARD,WEST SHORE JUNIOR/SENIOR HIGH SCHOOL,05,3141,629,8,37,100,210,275,0.012718600953895072,0.058823529411764705,0.1589825119236884,0.3338632750397456,0.43720190779014306
BREVARD,WESTSIDE ELEMENTARY SCHOOL,05,2212,490,92,107,141,113,41,0.18775510204081633,0.21836734693877552,0.28775510204081634,0.23061224489795917,0.0836734693877551
BROWARD,ACADEMIC SOLUTIONS ACADEMY A,06,5233,102,84,16,2,0,0,0.8235294117647058,0.1568627450980392,0.0196078431372549,0,0
BROWARD,ACADEMIC SOLUTIONS HIGH SCHOOL,06,5028,72,49,16,6,1,0,0.6805555555555556,0.2222222222222222,0.08333333333333333,0.013888888888888888,0
BROWARD,ANDREWS HIGH SCHOOL,06,5009,99,91,4,3,1,0,0.9191919191919192,0.04040404040404041,0.030303030303030304,0.010101010101010102,0
BROWARD,ANNABEL C. PERRY PK-8,06,1631,396,138,100,82,54,22,0.3484848484848485,0.25252525252525254,0.20707070707070707,0.13636363636363635,0.05555555555555555
BROWARD,APOLLO MIDDLE SCHOOL,06,1791,1135,371,221,235,195,105,0.32687224669603526,0.1947136563876652,0.20704845814977973,0.17180616740088106,0.09251101321585903
BROWARD,ASCEND CAREER ACADEMY,06,5209,103,54,26,10,12,1,0.5242718446601942,0.2524271844660194,0.0970873786407767,0.11650485436893204,0.009708737864077669
BROWARD,ATLANTIC MONTESSORI CHARTER SCHOOL,06,5029,17,1,1,5,7,3,0.058823529411764705,0.058823529411764705,0.29411764705882354,0.4117647058823529,0.17647058823529413
BROWARD,ATLANTIC MONTESSORI CHARTER WEST CAMPUS,06,5164,67,3,7,23,22,12,0.04477611940298507,0.1044776119402985,0.34328358208955223,0.3283582089552239,0.1791044776119403
BROWARD,ATLANTIC TECHNICAL COLLEGE,06,2221,309,23,43,82,102,60,0.0744336569579288,0.13915857605177995,0.26537216828478966,0.3300970873786408,0.1941747572815534
BROWARD,ATLANTIC WEST ELEMENTARY SCHL,06,2511,246,85,52,67,34,8,0.34552845528455284,0.21138211382113822,0.27235772357723576,0.13821138211382114,0.032520325203252036
BROWARD,ATTUCKS MIDDLE SCHOOL,06,0343,734,277,166,132,93,66,0.3773841961852861,0.22615803814713897,0.17983651226158037,0.12670299727520437,0.08991825613079019
BROWARD,AVANT GARDE ACADEMY K-5 BROWARD,06,5015,537,170,133,123,77,36,0.3165735567970205,0.24767225325884543,0.22905027932960895,0.14338919925512103,0.0670391061452514
BROWARD,AVANT GARDE ACADEMY OF BROWARD,06,5791,877,308,209,161,132,66,0.35119726339794755,0.23831242873432154,0.18358038768529075,0.15051311288483465,0.07525655644241733
BROWARD,BAIR MIDDLE SCHOOL,06,2611,769,286,179,147,103,59,0.3719115734720416,0.23276983094928477,0.19115734720416125,0.13394018205461639,0.07672301690507152
BROWARD,BANYAN ELEMENTARY SCHOOL,06,2001,202,58,48,45,35,16,0.2871287128712871,0.2376237623762376,0.22277227722772278,0.17326732673267325,0.07920792079207921
BROWARD,BAYVIEW ELEMENTARY SCHOOL,06,0641,274,13,22,65,93,81,0.04744525547445255,0.08029197080291971,0.23722627737226276,0.33941605839416056,0.2956204379562044
BROWARD,BEACHSIDE MONTESSORI VILLAGE,06,2041,493,14,26,115,169,168,0.028397565922920892,0.05273833671399594,0.2332657200811359,0.34279918864097364,0.3407707910750507
BROWARD,BEN GAMLA CHARTER SCHOOL,06,5410,182,16,31,63,53,19,0.08791208791208792,0.17032967032967034,0.34615384615384615,0.29120879120879123,0.1043956043956044
BROWARD,BEN GAMLA CHARTER SCHOOL NORTH CAMPUS,06,5001,112,18,19,37,26,12,0.16071428571428573,0.16964285714285715,0.33035714285714285,0.23214285714285715,0.10714285714285714
BROWARD,BEN GAMLA CHARTER SCHOOL SOUTH BROWARD,06,5392,132,18,32,44,29,10,0.13636363636363635,0.24242424242424243,0.3333333333333333,0.2196969696969697,0.07575757575757576
BROWARD,BENNETT ELEMENTARY SCHOOL,06,0201,124,45,31,24,17,7,0.3629032258064516,0.25,0.1935483870967742,0.13709677419354838,0.056451612903225805
BROWARD,BLANCHE ELY HIGH SCHOOL,06,0361,932,494,205,131,75,23,0.5300429184549357,0.21995708154506438,0.1405579399141631,0.08047210300429185,0.02467811158798283
BROWARD,BOULEVARD HEIGHTS ELEMENTARY,06,0971,301,91,73,69,50,19,0.3023255813953488,0.2425249169435216,0.2292358803986711,0.16611295681063123,0.06312292358803986
BROWARD,BOYD H. ANDERSON HIGH SCHOOL,06,1741,1010,460,248,167,101,30,0.45544554455445546,0.24554455445544554,0.16534653465346535,0.1,0.0297029702970297
BROWARD,BRIDGEPREP ACADEMY OF BROWARD K-8,06,5022,99,19,20,18,25,17,0.1919191919191919,0.20202020202020202,0.18181818181818182,0.25252525252525254,0.1717171717171717
BROWARD,BRIDGEPREP ACADEMY OF HOLLYWOOD HILLS,06,5116,170,30,46,47,34,13,0.17647058823529413,0.27058823529411763,0.27647058823529413,0.2,0.07647058823529412
BROWARD,BROADVIEW ELEMENTARY SCHOOL,06,0811,339,135,68,68,47,20,0.39823008849557523,0.20058997050147492,0.20058997050147492,0.13864306784660768,0.058997050147492625
BROWARD,BROWARD ESTATES ELEMENTARY SCHOOL,06,0501,151,67,37,25,15,7,0.44370860927152317,0.24503311258278146,0.16556291390728478,0.09933774834437085,0.046357615894039736
BROWARD,BROWARD MATH AND SCIENCE SCHOOLS,06,5038,205,63,52,48,31,11,0.3073170731707317,0.25365853658536586,0.23414634146341465,0.15121951219512195,0.05365853658536585
BROWARD,BROWARD VIRTUAL FRANCHISE,06,7004,342,4,41,79,111,107,0.011695906432748537,0.11988304093567251,0.2309941520467836,0.32456140350877194,0.3128654970760234
BROWARD,BROWARD VIRTUAL INSTRUCTION PROGRAM,06,7001,53,3,8,14,19,9,0.05660377358490566,0.1509433962264151,0.2641509433962264,0.3584905660377358,0.16981132075471697
BROWARD,CASTLE HILL ELEMENTARY SCHOOL,06,1461,247,96,69,51,29,3,0.38866396761133604,0.2793522267206478,0.20647773279352227,0.11740890688259109,0.012145748987854251
BROWARD,CENTRAL CHARTER SCHOOL,06,5041,776,255,176,195,116,33,0.3286082474226804,0.2268041237113402,0.25128865979381443,0.14948453608247422,0.04252577319587629
BROWARD,CENTRAL PARK ELEMENTARY SCHOOL,06,2641,357,38,61,101,95,63,0.10644257703081232,0.17086834733893558,0.28291316526610644,0.2661064425770308,0.17647058823529413
BROWARD,CHALLENGER ELEMENTARY SCHOOL,06,3771,469,87,120,128,89,44,0.18550106609808104,0.255863539445629,0.27292110874200426,0.18976545842217485,0.09381663113006397
BROWARD,CHAMPIONSHIP ACAD OF DISTINCTION WEST BROWARD,06,5234,176,73,42,37,16,8,0.4147727272727273,0.23863636363636365,0.21022727272727273,0.09090909090909091,0.045454545454545456
BROWARD,CHAMPIONSHIP ACADEMY OF DISTINCTION AT DAVIE,06,5422,286,91,63,76,39,17,0.3181818181818182,0.2202797202797203,0.26573426573426573,0.13636363636363635,0.05944055944055944
BROWARD,CHAMPIONSHIP ACADEMY OF DISTINCTION HIGH,06,5219,106,66,24,9,7,0,0.6226415094339622,0.22641509433962265,0.08490566037735849,0.0660377358490566,0
BROWARD,CHAMPIONSHIP ACADEMY OF DISTINCTION HOLLYWOOD,06,5361,168,69,40,37,17,5,0.4107142857142857,0.23809523809523808,0.22023809523809523,0.10119047619047619,0.02976190476190476
BROWARD,CHAMPIONSHIP ACADEMY OF DISTINCTION MIDDLE,06,5215,269,124,57,46,34,10,0.46096654275092935,0.21189591078066913,0.17100371747211895,0.12639405204460966,0.03717472118959108
BROWARD,CHAPEL TRAIL ELEMENTARY SCHOOL,06,2961,389,71,53,90,86,90,0.18251928020565553,0.13624678663239073,0.23136246786632392,0.2210796915167095,0.23136246786632392
BROWARD,CHARLES DREW ELEMENTARY SCHOOL,06,3221,200,83,61,30,18,8,0.415,0.305,0.15,0.09,0.04
BROWARD,CHARLES W FLANAGAN HIGH SCHOOL,06,3391,1166,368,250,222,227,98,0.3156089193825043,0.2144082332761578,0.19039451114922812,0.1946826758147513,0.08404802744425385
BROWARD,CHARTER SCHOOL OF EXCELLENCE,06,5031,89,24,21,20,16,8,0.2696629213483146,0.23595505617977527,0.2247191011235955,0.1797752808988764,0.0898876404494382
BROWARD,CHARTER SCHOOL OF EXCELLENCE AT DAVIE,06,5271,121,14,25,33,32,17,0.11570247933884298,0.2066115702479339,0.2727272727272727,0.2644628099173554,0.14049586776859505
BROWARD,CITY/PEMBROKE PINES CHARTER HS,06,5121,1234,145,213,277,337,262,0.11750405186385737,0.17260940032414912,0.22447325769854132,0.273095623987034,0.21231766612641814
BROWARD,CITY/PEMBROKE PINES CHARTER MIDDLE SCHOOL,06,5081,1328,119,217,332,364,292,0.08960843373493976,0.16340361445783133,0.25,0.2740963855421687,0.21987951807228914
BROWARD,COCONUT CREEK ELEMENTARY SCHL,06,1421,250,67,61,55,46,22,0.268,0.244,0.22,0.184,0.088
BROWARD,COCONUT CREEK HIGH SCHOOL,06,1681,933,490,224,112,88,19,0.5251875669882101,0.24008574490889603,0.12004287245444802,0.09431939978563773,0.020364415862808145
BROWARD,COCONUT PALM ELEMENTARY SCHOOL,06,3741,260,63,58,54,60,26,0.2423076923076923,0.2230769230769231,0.2076923076923077,0.23076923076923078,0.1
BROWARD,COLBERT ELEMENTARY SCHOOL,06,0231,286,123,63,57,34,8,0.43006993006993005,0.2202797202797203,0.1993006993006993,0.11888111888111888,0.027972027972027972
BROWARD,COLLINS ELEMENTARY SCHOOL,06,0331,131,48,38,27,14,4,0.366412213740458,0.2900763358778626,0.20610687022900764,0.10687022900763359,0.030534351145038167
BROWARD,COOPER CITY ELEMENTARY SCHOOL,06,1211,365,38,51,118,93,67,0.10410958904109589,0.13972602739726028,0.3232876712328767,0.2547945205479452,0.18356164383561643
BROWARD,COOPER CITY HIGH SCHOOL,06,1931,1152,196,230,236,288,207,0.1701388888888889,0.1996527777777778,0.2048611111111111,0.25,0.1796875
BROWARD,CORAL COVE ELEMENTARY SCHOOL,06,2011,261,44,48,61,71,36,0.1685823754789272,0.1839080459770115,0.23371647509578544,0.2720306513409962,0.13793103448275862
BROWARD,CORAL GLADES HIGH SCHOOL,06,3861,1277,370,294,249,230,134,0.2897415818324197,0.23022709475332812,0.19498825371965545,0.18010963194988253,0.10493343774471417
BROWARD,CORAL PARK ELEMENTARY SCHOOL,06,3041,232,52,43,53,49,35,0.22413793103448276,0.1853448275862069,0.22844827586206898,0.21120689655172414,0.15086206896551724
BROWARD,CORAL SPRINGS CHARTER SCHOOL,06,5091,1271,214,259,316,284,208,0.16837136113296616,0.2037765538945712,0.24862313139260425,0.22344610542879623,0.16365066876475218
BROWARD,CORAL SPRINGS ELEMENTARY SCHOOL,06,2551,208,94,41,31,30,12,0.4519230769230769,0.1971153846153846,0.14903846153846154,0.14423076923076922,0.057692307692307696
BROWARD,CORAL SPRINGS HIGH SCHOOL,06,1151,1055,391,248,179,169,69,0.3706161137440758,0.23507109004739338,0.16966824644549763,0.16018957345971563,0.06540284360189573
BROWARD,CORAL SPRINGS MIDDLE SCHOOL,06,2561,961,293,211,182,150,128,0.3048907388137357,0.21956295525494277,0.18938605619146723,0.15608740894901144,0.1331945889698231
BROWARD,COUNTRY HILLS ELEMENTARY SCHL,06,3111,407,53,67,114,112,61,0.13022113022113022,0.16461916461916462,0.2800982800982801,0.2751842751842752,0.14987714987714987
BROWARD,COUNTRY ISLES ELEMENTARY SCHL,06,2981,444,75,68,117,110,76,0.16891891891891891,0.15315315315315314,0.2635135135135135,0.24774774774774774,0.17117117117117117
BROWARD,CRESTHAVEN ELEMENTARY SCHOOL,06,0901,206,59,55,50,33,9,0.28640776699029125,0.2669902912621359,0.24271844660194175,0.16019417475728157,0.043689320388349516
BROWARD,CROISSANT PARK ELEMENTARY SCHOOL,06,0221,346,121,88,78,45,19,0.34971098265895956,0.2543352601156069,0.2254335260115607,0.13005780346820808,0.05491329479768786
BROWARD,CROSS CREEK SCHOOL,06,3222,65,27,3,3,1,0,0.4153846153846154,0.046153846153846156,0.046153846153846156,0.015384615384615385,0
BROWARD,CRYSTAL LAKE MIDDLE SCHOOL,06,1871,1023,500,219,164,98,45,0.4887585532746823,0.21407624633431085,0.1603128054740958,0.09579667644183773,0.04398826979472141
BROWARD,CYPRESS BAY HIGH SCHOOL,06,3623,2399,253,400,491,668,563,0.10546060858691121,0.16673614005835766,0.20466861192163402,0.2784493538974573,0.23468111713213838
BROWARD,CYPRESS ELEMENTARY SCHOOL,06,1781,307,132,66,67,30,14,0.42996742671009774,0.21498371335504887,0.2182410423452769,0.09771986970684039,0.04560260586319218
BROWARD,CYPRESS RUN ALTERNATIVE CENTER,06,2123,148,106,25,9,5,2,0.7162162162162162,0.16891891891891891,0.060810810810810814,0.033783783783783786,0.013513513513513514
BROWARD,DANIA ELEMENTARY SCHOOL,06,0101,216,80,45,61,24,5,0.37037037037037035,0.20833333333333334,0.2824074074074074,0.1111111111111111,0.023148148148148147
BROWARD,DAVE THOMAS EDUCATION CENTER WEST,06,3651,130,99,16,11,4,0,0.7615384615384615,0.12307692307692308,0.08461538461538462,0.03076923076923077,0
BROWARD,DAVIE ELEMENTARY SCHOOL,06,2801,338,120,85,75,44,16,0.35502958579881655,0.2514792899408284,0.22189349112426035,0.1301775147928994,0.047337278106508875
BROWARD,DEERFIELD BEACH ELEMENTARY SCHOOL,06,0011,272,91,59,71,40,12,0.33455882352941174,0.21691176470588236,0.2610294117647059,0.14705882352941177,0.04411764705882353
BROWARD,DEERFIELD BEACH HIGH SCHOOL,06,1711,1068,534,197,150,123,59,0.5,0.18445692883895132,0.1404494382022472,0.1151685393258427,0.0552434456928839
